crime_id,date,year,month,day,day_of_week,time,hour,city,neighborhood,crime_type,severity,latitude,longitude,victim_age,victim_gender,arrested,domestic_violence,case_status,description,month_name,quarter,hour_category,season
CR004890,2022-10-04,2022,10,4,Tuesday,08:40,8,San Diego,San Diego - Neighborhood 1,Assault,4,32.8049,-117.0719,12.0,Female,True,False,Pending,Police responded to assault call,October,4,Morning,Fall
CR004891,2020-06-27,2020,6,27,Saturday,22:54,22,Chicago,Chicago - Neighborhood 4,Theft,2,41.7831,-87.629,14.0,Male,True,False,Open,Suspect involved in theft incident,June,2,Evening,Summer
CR004892,2023-08-07,2023,8,7,Monday,03:23,3,Chicago,Chicago - Neighborhood 3,Burglary,3,41.8887,-87.5536,,Male,False,False,Closed,Suspect involved in burglary incident,August,3,Late Night,Summer
CR004893,2022-04-12,2022,4,12,Tuesday,20:26,20,San Antonio,San Antonio - Neighborhood 1,Theft,2,29.4429,-98.5807,26.0,Unknown,True,False,Archived,Police responded to theft call,April,2,Evening,Spring
CR004894,2020-05-19,2020,5,19,Tuesday,07:59,7,Los Angeles,Los Angeles - Neighborhood 5,Theft,2,34.0064,-118.1726,87.0,,False,False,Closed,Police responded to theft call,May,2,Morning,Spring
CR004895,2022-12-28,2022,12,28,Wednesday,06:44,6,Chicago,Chicago - Neighborhood 3,Theft,2,41.953,-87.5615,28.0,,True,False,Closed,Report of theft at 06:44,December,4,Morning,Winter
CR004896,2022-12-22,2022,12,22,Thursday,06:06,6,San Antonio,San Antonio - Neighborhood 3,Domestic Violence,4,29.4937,-98.3942,53.0,Male,False,True,Closed,Report of domestic violence at 06:06,December,4,Morning,Winter
CR004897,2021-07-08,2021,7,8,Thursday,17:14,17,Philadelphia,Philadelphia - Neighborhood 5,Theft,2,39.9966,-75.1217,6.0,Female,True,False,Closed,Report of theft at 17:14,July,3,Afternoon,Summer
CR004898,2020-06-02,2020,6,2,Tuesday,12:18,12,Houston,Houston - Neighborhood 6,Fraud,2,29.7925,-95.2784,,Unknown,False,False,Archived,Suspect involved in fraud incident,June,2,Afternoon,Summer
CR004899,2022-12-30,2022,12,30,Friday,15:04,15,Los Angeles,Los Angeles - Neighborhood 3,Theft,2,34.1038,-118.3074,82.0,Male,False,False,Pending,Report of theft at 15:04,December,4,Afternoon,Winter
CR004900,2022-03-31,2022,3,31,Thursday,10:06,10,New York,New York - Neighborhood 7,Drug Offense,2,40.6826,-74.0174,20.0,Female,False,False,Closed,Police responded to drug offense call,March,1,Morning,Spring
CR004901,2023-06-27,2023,6,27,Tuesday,14:50,14,Los Angeles,Los Angeles - Neighborhood 4,Assault,4,34.0815,-118.2135,,Male,False,False,Closed,Report of assault at 14:50,June,2,Afternoon,Summer
CR004902,2020-10-02,2020,10,2,Friday,12:25,12,Houston,Houston - Neighborhood 2,Assault,4,29.7299,-95.3451,46.0,Unknown,False,False,Closed,Suspect involved in assault incident,October,4,Afternoon,Fall
CR004903,2022-04-28,2022,4,28,Thursday,20:56,20,Philadelphia,Philadelphia - Neighborhood 6,Robbery,4,40.0467,-75.1066,,Unknown,True,False,Closed,Police responded to robbery call,April,2,Evening,Spring
CR004904,2021-06-06,2021,6,6,Sunday,07:15,7,San Diego,San Diego - Neighborhood 2,Robbery,4,32.7396,-117.1053,4.0,Unknown,True,False,Closed,Police responded to robbery call,June,2,Morning,Summer
CR004905,2023-06-10,2023,6,10,Saturday,13:30,13,Houston,Houston - Neighborhood 1,Assault,4,29.834,-95.3245,86.0,,False,False,Pending,Suspect involved in assault incident,June,2,Afternoon,Summer
CR004906,2021-11-28,2021,11,28,Sunday,10:48,10,New York,New York - Neighborhood 2,Theft,2,40.7454,-74.0572,,Unknown,False,False,Closed,Victim reported theft,November,4,Morning,Fall
CR004907,2022-07-27,2022,7,27,Wednesday,21:04,21,New York,New York - Neighborhood 8,Theft,2,40.6484,-73.9412,53.0,Unknown,False,False,Pending,Suspect involved in theft incident,July,3,Evening,Summer
CR004908,2021-04-18,2021,4,18,Sunday,19:05,19,Los Angeles,Los Angeles - Neighborhood 5,Vandalism,2,34.1464,-118.277,65.0,Female,False,False,Closed,Report of vandalism at 19:05,April,2,Evening,Spring
CR004909,2022-12-17,2022,12,17,Saturday,14:10,14,San Antonio,San Antonio - Neighborhood 3,Theft,2,29.4316,-98.4169,31.0,Female,False,False,Open,Report of theft at 14:10,December,4,Afternoon,Winter
CR004910,2023-02-26,2023,2,26,Sunday,05:26,5,New York,New York - Neighborhood 1,Theft,2,40.615,-73.9337,78.0,Female,False,False,Open,Police responded to theft call,February,1,Late Night,Winter
CR004911,2020-10-31,2020,10,31,Saturday,15:58,15,Dallas,Dallas - Neighborhood 7,Theft,2,32.8745,-96.767,,Unknown,True,False,Closed,Report of theft at 15:58,October,4,Afternoon,Fall
CR004912,2020-10-09,2020,10,9,Friday,05:06,5,New York,New York - Neighborhood 1,Theft,2,40.7066,-74.0493,75.0,Unknown,False,True,Pending,Police responded to theft call,October,4,Late Night,Fall
CR004913,2020-12-13,2020,12,13,Sunday,15:55,15,Houston,Houston - Neighborhood 10,Theft,2,29.807,-95.3773,,Female,False,False,Pending,Suspect involved in theft incident,December,4,Afternoon,Winter
CR004914,2022-06-05,2022,6,5,Sunday,17:39,17,New York,New York - Neighborhood 3,Fraud,2,40.6365,-73.9998,,Female,False,False,Closed,Suspect involved in fraud incident,June,2,Afternoon,Summer
CR004915,2021-04-07,2021,4,7,Wednesday,12:03,12,Houston,Houston - Neighborhood 8,Assault,4,29.675,-95.4327,,Unknown,False,False,Closed,Suspect involved in assault incident,April,2,Afternoon,Spring
CR004916,2021-11-10,2021,11,10,Wednesday,22:14,22,New York,New York - Neighborhood 1,Burglary,3,40.6335,-73.9124,22.0,Unknown,False,False,Open,Victim reported burglary,November,4,Evening,Fall
CR004917,2021-05-02,2021,5,2,Sunday,08:35,8,Dallas,Dallas - Neighborhood 5,Assault,4,32.8284,-96.8455,48.0,Male,True,False,Closed,Suspect involved in assault incident,May,2,Morning,Spring
CR004918,2023-10-02,2023,10,2,Monday,12:43,12,New York,New York - Neighborhood 9,Theft,2,40.7596,-73.9153,1.0,Male,False,False,Closed,Report of theft at 12:43,October,4,Afternoon,Fall
CR004919,2021-02-17,2021,2,17,Wednesday,14:49,14,Los Angeles,Los Angeles - Neighborhood 4,Robbery,4,34.0521,-118.1507,31.0,,False,False,Closed,Police responded to robbery call,February,1,Afternoon,Winter
CR004920,2020-03-26,2020,3,26,Thursday,01:57,1,New York,New York - Neighborhood 10,Assault,4,40.6442,-74.0825,58.0,Unknown,False,False,Pending,Victim reported assault,March,1,Late Night,Spring
CR004921,2020-01-04,2020,1,4,Saturday,19:31,19,New York,New York - Neighborhood 8,Drug Offense,2,40.6157,-74.078,29.0,Male,True,True,Archived,Report of drug offense at 19:31,January,1,Evening,Winter
CR004922,2020-01-25,2020,1,25,Saturday,19:07,19,New York,New York - Neighborhood 1,Theft,2,40.6222,-74.1002,21.0,,False,False,Archived,Suspect involved in theft incident,January,1,Evening,Winter
CR004923,2022-12-21,2022,12,21,Wednesday,13:06,13,San Antonio,San Antonio - Neighborhood 5,Vehicle Theft,3,29.3868,-98.4119,54.0,Male,True,False,Pending,Suspect involved in vehicle theft incident,December,4,Afternoon,Winter
CR004924,2021-12-28,2021,12,28,Tuesday,21:57,21,Phoenix,Phoenix - Neighborhood 7,Theft,2,33.4233,-111.9867,74.0,,False,True,Closed,Suspect involved in theft incident,December,4,Evening,Winter
CR004925,2022-01-06,2022,1,6,Thursday,14:12,14,San Diego,San Diego - Neighborhood 6,Vehicle Theft,3,32.8092,-117.1183,67.0,Female,True,True,Closed,Police responded to vehicle theft call,January,1,Afternoon,Winter
CR004926,2021-08-19,2021,8,19,Thursday,21:25,21,New York,New York - Neighborhood 5,Vehicle Theft,3,40.691,-74.0476,23.0,Unknown,True,False,Open,Victim reported vehicle theft,August,3,Evening,Summer
CR004927,2020-05-18,2020,5,18,Monday,11:03,11,New York,New York - Neighborhood 2,Domestic Violence,4,40.7307,-73.9645,5.0,Male,False,True,Open,Report of domestic violence at 11:03,May,2,Morning,Spring
CR004928,2021-12-14,2021,12,14,Tuesday,01:45,1,Dallas,Dallas - Neighborhood 10,Theft,2,32.8424,-96.8258,63.0,Female,False,False,Open,Report of theft at 01:45,December,4,Late Night,Winter
CR004929,2020-12-28,2020,12,28,Monday,17:40,17,Phoenix,Phoenix - Neighborhood 7,Assault,4,33.4528,-112.0975,72.0,Unknown,False,False,Open,Police responded to assault call,December,4,Afternoon,Winter
CR004930,2021-12-08,2021,12,8,Wednesday,16:21,16,Chicago,Chicago - Neighborhood 5,Vandalism,2,41.9448,-87.7001,12.0,Male,False,False,Closed,Suspect involved in vandalism incident,December,4,Afternoon,Winter
CR004931,2020-10-18,2020,10,18,Sunday,08:40,8,Los Angeles,Los Angeles - Neighborhood 2,Vehicle Theft,3,34.0084,-118.3163,25.0,Unknown,True,False,Closed,Suspect involved in vehicle theft incident,October,4,Morning,Fall
CR004932,2020-02-27,2020,2,27,Thursday,09:20,9,Chicago,Chicago - Neighborhood 3,Assault,4,41.8336,-87.6036,56.0,,True,False,Pending,Suspect involved in assault incident,February,1,Morning,Winter
CR004933,2020-03-28,2020,3,28,Saturday,14:49,14,Los Angeles,Los Angeles - Neighborhood 4,Theft,2,34.1051,-118.2806,63.0,Unknown,False,False,Archived,Police responded to theft call,March,1,Afternoon,Spring
CR004934,2022-10-17,2022,10,17,Monday,21:13,21,Houston,Houston - Neighborhood 3,Vandalism,2,29.7063,-95.3045,66.0,Male,False,False,Closed,Report of vandalism at 21:13,October,4,Evening,Fall
CR004935,2021-12-30,2021,12,30,Thursday,06:46,6,New York,New York - Neighborhood 7,Robbery,4,40.6744,-73.9986,28.0,Female,False,False,Pending,Suspect involved in robbery incident,December,4,Morning,Winter
CR004936,2020-05-16,2020,5,16,Saturday,08:32,8,New York,New York - Neighborhood 6,Vehicle Theft,3,40.6768,-74.0133,8.0,Male,False,False,Archived,Police responded to vehicle theft call,May,2,Morning,Spring
CR004937,2023-11-09,2023,11,9,Thursday,20:06,20,New York,New York - Neighborhood 10,Domestic Violence,4,40.6697,-74.0196,23.0,Unknown,False,True,Closed,Police responded to domestic violence call,November,4,Evening,Fall
CR004938,2021-06-23,2021,6,23,Wednesday,22:57,22,New York,New York - Neighborhood 2,Vandalism,2,40.7489,-74.0858,,Female,True,False,Archived,Victim reported vandalism,June,2,Evening,Summer
CR004939,2022-04-07,2022,4,7,Thursday,05:54,5,Houston,Houston - Neighborhood 9,Domestic Violence,4,29.812,-95.28,,Female,False,True,Open,Report of domestic violence at 05:54,April,2,Late Night,Spring
CR004940,2023-11-07,2023,11,7,Tuesday,05:18,5,San Antonio,San Antonio - Neighborhood 2,Theft,2,29.4157,-98.5779,7.0,Female,False,False,Open,Report of theft at 05:18,November,4,Late Night,Fall
CR004941,2020-09-30,2020,9,30,Wednesday,20:44,20,San Diego,San Diego - Neighborhood 5,Assault,4,32.7112,-117.2511,1.0,Male,True,False,Closed,Police responded to assault call,September,3,Evening,Fall
CR004942,2021-12-20,2021,12,20,Monday,15:45,15,Chicago,Chicago - Neighborhood 5,Theft,2,41.9588,-87.6627,81.0,Female,False,False,Closed,Report of theft at 15:45,December,4,Afternoon,Winter
CR004943,2023-11-18,2023,11,18,Saturday,09:03,9,Los Angeles,Los Angeles - Neighborhood 3,Theft,2,34.0716,-118.3197,,Female,False,False,Closed,Report of theft at 09:03,November,4,Morning,Fall
CR004944,2020-02-23,2020,2,23,Sunday,19:00,19,Los Angeles,Los Angeles - Neighborhood 2,Theft,2,33.9559,-118.2051,67.0,Male,False,False,Closed,Police responded to theft call,February,1,Evening,Winter
CR004945,2023-01-27,2023,1,27,Friday,17:54,17,Chicago,Chicago - Neighborhood 5,Robbery,4,41.8261,-87.7125,63.0,Female,False,False,Archived,Victim reported robbery,January,1,Afternoon,Winter
CR004946,2023-05-04,2023,5,4,Thursday,18:30,18,New York,New York - Neighborhood 3,Theft,2,40.7629,-74.0336,74.0,Female,False,False,Pending,Suspect involved in theft incident,May,2,Evening,Spring
CR004947,2020-02-14,2020,2,14,Friday,06:55,6,New York,New York - Neighborhood 4,Robbery,4,40.6327,-74.0481,,Unknown,False,False,Closed,Report of robbery at 06:55,February,1,Morning,Winter
CR004948,2022-10-06,2022,10,6,Thursday,20:57,20,New York,New York - Neighborhood 1,Assault,4,40.8064,-74.0727,,Female,True,False,Open,Victim reported assault,October,4,Evening,Fall
CR004949,2021-01-02,2021,1,2,Saturday,17:38,17,Los Angeles,Los Angeles - Neighborhood 2,Arson,4,33.9746,-118.3193,76.0,Female,True,False,Pending,Report of arson at 17:38,January,1,Afternoon,Winter
CR004950,2022-02-10,2022,2,10,Thursday,17:40,17,Chicago,Chicago - Neighborhood 3,Theft,2,41.935,-87.5316,,,False,False,Pending,Police responded to theft call,February,1,Afternoon,Winter
CR004951,2020-02-25,2020,2,25,Tuesday,17:38,17,Houston,Houston - Neighborhood 4,Theft,2,29.6677,-95.3684,57.0,Male,False,False,Closed,Suspect involved in theft incident,February,1,Afternoon,Winter
CR004952,2021-07-07,2021,7,7,Wednesday,07:01,7,New York,New York - Neighborhood 5,Vehicle Theft,3,40.7489,-74.0151,1.0,Unknown,False,False,Pending,Victim reported vehicle theft,July,3,Morning,Summer
CR004953,2020-08-15,2020,8,15,Saturday,18:07,18,New York,New York - Neighborhood 2,Assault,4,40.7388,-74.0922,52.0,Unknown,True,False,Closed,Suspect involved in assault incident,August,3,Evening,Summer
CR004954,2022-12-27,2022,12,27,Tuesday,11:23,11,Phoenix,Phoenix - Neighborhood 6,Burglary,3,33.3679,-112.1315,76.0,,False,False,Closed,Report of burglary at 11:23,December,4,Morning,Winter
CR004955,2021-02-26,2021,2,26,Friday,05:13,5,San Antonio,San Antonio - Neighborhood 3,Robbery,4,29.4913,-98.528,36.0,Unknown,False,False,Pending,Suspect involved in robbery incident,February,1,Late Night,Winter
CR004956,2023-08-15,2023,8,15,Tuesday,11:04,11,New York,New York - Neighborhood 8,Fraud,2,40.8088,-74.0163,0.0,Male,False,False,Closed,Police responded to fraud call,August,3,Morning,Summer
CR004957,2023-05-30,2023,5,30,Tuesday,02:52,2,San Antonio,San Antonio - Neighborhood 5,Assault,4,29.4039,-98.4687,2.0,Male,False,False,Closed,Police responded to assault call,May,2,Late Night,Spring
CR004958,2023-02-20,2023,2,20,Monday,13:45,13,San Diego,San Diego - Neighborhood 1,Fraud,2,32.6615,-117.0637,71.0,Male,False,False,Open,Report of fraud at 13:45,February,1,Afternoon,Winter
CR004959,2021-08-26,2021,8,26,Thursday,13:45,13,Philadelphia,Philadelphia - Neighborhood 3,Fraud,2,40.0069,-75.1082,88.0,Unknown,True,False,Open,Report of fraud at 13:45,August,3,Afternoon,Summer
CR004960,2023-04-10,2023,4,10,Monday,06:36,6,New York,New York - Neighborhood 8,Fraud,2,40.6952,-74.0387,81.0,Female,False,False,Closed,Police responded to fraud call,April,2,Morning,Spring
CR004961,2023-10-15,2023,10,15,Sunday,21:44,21,San Antonio,San Antonio - Neighborhood 5,Domestic Violence,4,29.4384,-98.4651,,Male,False,True,Pending,Police responded to domestic violence call,October,4,Evening,Fall
CR004962,2023-08-14,2023,8,14,Monday,19:23,19,New York,New York - Neighborhood 1,Assault,4,40.7342,-74.1,36.0,,False,False,Pending,Police responded to assault call,August,3,Evening,Summer
CR004963,2023-04-02,2023,4,2,Sunday,00:53,0,New York,New York - Neighborhood 2,Fraud,2,40.7261,-73.9771,30.0,Unknown,False,False,Closed,Report of fraud at 00:53,April,2,Late Night,Spring
CR004964,2021-05-13,2021,5,13,Thursday,19:24,19,San Antonio,San Antonio - Neighborhood 6,Assault,4,29.5122,-98.4472,6.0,,True,True,Open,Report of assault at 19:24,May,2,Evening,Spring
CR004965,2020-07-12,2020,7,12,Sunday,14:49,14,San Diego,San Diego - Neighborhood 2,Robbery,4,32.7451,-117.2352,26.0,Unknown,False,True,Closed,Report of robbery at 14:49,July,3,Afternoon,Summer
CR004966,2022-01-19,2022,1,19,Wednesday,18:01,18,Los Angeles,Los Angeles - Neighborhood 4,Assault,4,34.0469,-118.1942,54.0,Female,False,False,Pending,Report of assault at 18:01,January,1,Evening,Winter
CR004967,2023-07-14,2023,7,14,Friday,07:50,7,Philadelphia,Philadelphia - Neighborhood 1,Theft,2,39.9889,-75.1974,74.0,Male,False,False,Closed,Report of theft at 07:50,July,3,Morning,Summer
CR004968,2021-10-28,2021,10,28,Thursday,15:18,15,New York,New York - Neighborhood 8,Theft,2,40.6878,-73.9921,60.0,Female,True,False,Closed,Suspect involved in theft incident,October,4,Afternoon,Fall
CR004969,2021-04-07,2021,4,7,Wednesday,16:46,16,Los Angeles,Los Angeles - Neighborhood 3,Vandalism,2,34.0248,-118.3142,80.0,,False,False,Closed,Victim reported vandalism,April,2,Afternoon,Spring
CR004970,2020-08-10,2020,8,10,Monday,08:58,8,Los Angeles,Los Angeles - Neighborhood 1,Assault,4,34.0946,-118.176,14.0,Unknown,False,False,Pending,Victim reported assault,August,3,Morning,Summer
CR004971,2021-06-18,2021,6,18,Friday,02:37,2,New York,New York - Neighborhood 7,Robbery,4,40.7182,-74.092,81.0,Male,False,False,Closed,Report of robbery at 02:37,June,2,Late Night,Summer
CR004972,2023-06-12,2023,6,12,Monday,08:08,8,New York,New York - Neighborhood 9,Assault,4,40.7231,-73.9426,,Male,False,False,Closed,Suspect involved in assault incident,June,2,Morning,Summer
CR004973,2023-07-21,2023,7,21,Friday,12:45,12,San Diego,San Diego - Neighborhood 1,Vandalism,2,32.6996,-117.0724,6.0,Male,False,True,Closed,Suspect involved in vandalism incident,July,3,Afternoon,Summer
CR004974,2022-08-23,2022,8,23,Tuesday,06:43,6,San Antonio,San Antonio - Neighborhood 6,Fraud,2,29.4973,-98.4762,35.0,Unknown,False,False,Open,Suspect involved in fraud incident,August,3,Morning,Summer
CR004975,2023-03-25,2023,3,25,Saturday,07:48,7,Los Angeles,Los Angeles - Neighborhood 2,Homicide,5,34.0911,-118.2108,47.0,Unknown,False,True,Open,Suspect involved in homicide incident,March,1,Morning,Spring
CR004976,2021-09-03,2021,9,3,Friday,15:12,15,Chicago,Chicago - Neighborhood 4,Theft,2,41.8493,-87.655,,Unknown,True,False,Closed,Police responded to theft call,September,3,Afternoon,Fall
CR004977,2023-02-05,2023,2,5,Sunday,18:07,18,Chicago,Chicago - Neighborhood 2,Homicide,5,41.9653,-87.6584,89.0,Female,True,False,Closed,Victim reported homicide,February,1,Evening,Winter
CR004978,2022-05-29,2022,5,29,Sunday,20:40,20,New York,New York - Neighborhood 5,Drug Offense,2,40.7723,-74.0495,11.0,,True,False,Open,Report of drug offense at 20:40,May,2,Evening,Spring
CR004979,2020-10-25,2020,10,25,Sunday,18:57,18,New York,New York - Neighborhood 10,Assault,4,40.6988,-74.0098,7.0,Female,True,False,Open,Report of assault at 18:57,October,4,Evening,Fall
CR004980,2020-02-07,2020,2,7,Friday,12:02,12,Chicago,Chicago - Neighborhood 4,Robbery,4,41.9108,-87.6159,26.0,Unknown,False,True,Archived,Report of robbery at 12:02,February,1,Afternoon,Winter
CR004981,2021-02-10,2021,2,10,Wednesday,14:32,14,Los Angeles,Los Angeles - Neighborhood 4,Sexual Assault,5,34.0466,-118.2026,,Female,False,False,Open,Suspect involved in sexual assault incident,February,1,Afternoon,Winter
CR004982,2020-07-15,2020,7,15,Wednesday,07:38,7,Chicago,Chicago - Neighborhood 5,Theft,2,41.9351,-87.6961,,,False,False,Pending,Police responded to theft call,July,3,Morning,Summer
CR004983,2020-05-17,2020,5,17,Sunday,07:22,7,San Antonio,San Antonio - Neighborhood 1,Assault,4,29.4769,-98.451,64.0,Male,True,False,Closed,Police responded to assault call,May,2,Morning,Spring
CR004984,2022-08-07,2022,8,7,Sunday,09:44,9,Houston,Houston - Neighborhood 2,Theft,2,29.7828,-95.3079,,Female,True,False,Closed,Report of theft at 09:44,August,3,Morning,Summer
CR004985,2023-09-02,2023,9,2,Saturday,22:38,22,Phoenix,Phoenix - Neighborhood 5,Vandalism,2,33.5463,-112.0268,12.0,Unknown,True,False,Closed,Report of vandalism at 22:38,September,3,Evening,Fall
CR004986,2023-07-17,2023,7,17,Monday,08:58,8,Philadelphia,Philadelphia - Neighborhood 1,Assault,4,39.9872,-75.0713,54.0,Male,False,False,Open,Report of assault at 08:58,July,3,Morning,Summer
CR004987,2022-05-27,2022,5,27,Friday,20:46,20,Los Angeles,Los Angeles - Neighborhood 2,Theft,2,34.0483,-118.1427,25.0,,False,False,Closed,Suspect involved in theft incident,May,2,Evening,Spring
